"","country","scode","year","gdp","population","expectancy","polity2","cinc","meat_con_pc","gini","region"
"556","Cyprus","CYP",1963,NA,577913,70.587,0,6.5e-05,27.49426747,21.9,"Europe"
"557","Cyprus","CYP",1964,NA,578627,70.895,0,0.0001186,28.2535033,22.1,"Europe"
"558","Cyprus","CYP",1965,NA,580966,71.197,0,0.0002239,28.644586,22.3,"Europe"
"559","Cyprus","CYP",1966,NA,585308,71.491,0,0.0001763,29.36369427,22.5,"Europe"
"560","Cyprus","CYP",1967,NA,591308,71.776,0,0.000165,29.88407646,22.7,"Europe"
"561","Cyprus","CYP",1968,NA,598493,72.052,7,0.0001315,30.84331204,22.9,"Europe"
"562","Cyprus","CYP",1969,NA,606113,72.318,7,0.0001513,31.33184711,23.1,"Europe"
"563","Cyprus","CYP",1970,NA,613621,72.576,7,0.0001483,32.58535025,23.3,"Europe"
"564","Cyprus","CYP",1971,NA,620859,72.825,7,0.0001343,33.05987248,23.5,"Europe"
"565","Cyprus","CYP",1972,NA,628002,73.067,7,0.0001548,33.233121,23.7,"Europe"
"566","Cyprus","CYP",1973,NA,635111,73.301,7,0.0001506,32.98789811,23.9,"Europe"
"567","Cyprus","CYP",1974,NA,642339,73.53,10,0.0001474,33.41783436,24.1,"Europe"
"568","Cyprus","CYP",1975,489914760.7,649755,73.753,10,0.0002015,34.43949054,24.3,"Europe"
"569","Cyprus","CYP",1976,576090073.7,657534,73.971,10,0.000192,35.68917187,24.5,"Europe"
"570","Cyprus","CYP",1977,734887974,665528,74.183,10,0.0001476,35.49872618,24.7,"Europe"
"571","Cyprus","CYP",1978,964026512.2,673251,74.39,10,0.0001471,37.6738853,24.9,"Europe"
"572","Cyprus","CYP",1979,1288715210,680011,74.592,10,0.0001794,39.23057324,25.1,"Europe"
"573","Cyprus","CYP",1980,2154311277,685406,74.79,10,0.0001914,39.87388535,25.3,"Europe"
"574","Cyprus","CYP",1981,2087496374,689173,74.984,10,0.0001885,39.48216583,25.5,"Europe"
"575","Cyprus","CYP",1982,2159242417,691702,75.174,10,0.0002043,40.28280257,25.7,"Europe"
"576","Cyprus","CYP",1983,2160364071,694077,75.359,10,0.0001637,40.20573259,25.9,"Europe"
"577","Cyprus","CYP",1984,2278248953,697717,75.541,10,0.0001629,40.910828,26.1,"Europe"
"578","Cyprus","CYP",1985,2430411900,703687,75.718,10,0.0001656,40.96687898,26.3,"Europe"
"579","Cyprus","CYP",1986,3090734463,712341,75.892,10,0.0001769,41.07898078,26.5,"Europe"
"580","Cyprus","CYP",1987,3704813886,723380,76.063,10,0.0001777,41.47579619,26.7,"Europe"
"581","Cyprus","CYP",1988,4278792597,736479,76.23,10,0.0001768,41.5089171,26.9,"Europe"
"582","Cyprus","CYP",1989,4563482604,751044,76.393,10,0.0001944,41.44076427,27.1,"Europe"
"583","Cyprus","CYP",1990,5591130218,766614,76.554,10,0.0001962,42.28407654,27.3,"Europe"
"584","Cyprus","CYP",1991,5770197348,783129,76.711,10,0.0002003,42.82038227,27.5,"Europe"
"585","Cyprus","CYP",1992,6912150456,800609,76.865,10,0.000251,43.82727273,27.7,"Europe"
"586","Cyprus","CYP",1993,6590291048,818751,77.017,10,0.0002602,43.95280904,27.9,"Europe"
"587","Cyprus","CYP",1994,7425703929,837110,77.166,10,0.0002563,43.47921345,28.1,"Europe"
"588","Cyprus","CYP",1995,9933143596,855384,77.312,10,0.0002234,44.22752804,28.3,"Europe"
"589","Cyprus","CYP",1996,10011919699,873423,77.456,10,0.0002445,43.06404495,28.5,"Europe"
"590","Cyprus","CYP",1997,9547822121,891192,77.598,10,0.0002561,43.12528088,28.7,"Europe"
"591","Cyprus","CYP",1998,10248619910,908704,77.738,10,0.0002752,44.00505624,28.9,"Europe"
"592","Cyprus","CYP",1999,10497907228,926050,77.876,10,0.000258,44.39438217,29.1,"Europe"
"593","Cyprus","CYP",2000,9985843544,943286,78.01,10,0.0002265,45.99555556,29.3,"Europe"
"594","Cyprus","CYP",2001,10397896175,960282,78.14,10,0.0002169,45.67388884,29.5,"Europe"
"595","Cyprus","CYP",2002,11420230769,976966,78.264,10,0.0001767,46.74999996,29.7,"Europe"
"596","Cyprus","CYP",2012,25041397919,1135062,79.81,10,0.0001778,57.51111114,34.3,"Europe"
"597","Czech Republic","CZE",1960,NA,9602006,70.34878049,-7,0.0109957,27.10127388,35.4,"Other"
"598","Czech Republic","CZE",1961,NA,9586651,70.51268293,-7,0.0113344,27.36878982,35.13333333,"Other"
"599","Czech Republic","CZE",1962,NA,9624660,69.78682927,-7,0.0114063,27.63630575,34.86666667,"Other"
"600","Czech Republic","CZE",1963,NA,9670685,70.30439024,-7,0.0109469,27.49426747,34.6,"Other"
"601","Czech Republic","CZE",1964,NA,9727804,70.4595122,-7,0.0106342,28.2535033,34.33333333,"Other"
"602","Czech Republic","CZE",1965,NA,9779358,70.16317073,-7,0.0101333,28.644586,34.06666667,"Other"
"603","Czech Republic","CZE",1966,NA,9821040,70.38487805,-7,0.0097609,29.36369427,33.8,"Other"
"604","Czech Republic","CZE",1967,NA,9852899,70.26414634,-7,0.0098641,29.88407646,33.53333333,"Other"
"605","Czech Republic","CZE",1968,NA,9876346,69.84073171,0,0.0096778,30.84331204,33.26666667,"Other"
"606","Czech Republic","CZE",1969,NA,9896580,69.36707317,-7,0.009276,31.33184711,33,"Other"
"607","Czech Republic","CZE",1970,NA,9858071,69.4402439,-7,0.0092772,32.58535025,32.73333333,"Other"
"608","Czech Republic","CZE",1971,NA,9826815,69.67707317,-7,0.0097144,33.05987248,32.46666667,"Other"
"609","Czech Republic","CZE",1972,NA,9867632,70.17658537,-7,0.0095449,33.233121,32.2,"Other"
"610","Czech Republic","CZE",1973,NA,9922266,70.02268293,-7,0.0092441,32.98789811,31.93333333,"Other"
"611","Czech Republic","CZE",1974,NA,9988459,70.08658537,-7,0.0091305,33.41783436,31.66666667,"Other"
"612","Czech Republic","CZE",1975,NA,10058620,70.41463415,-7,0.0095648,34.43949054,31.4,"Other"
"613","Czech Republic","CZE",1976,NA,10125939,70.53268293,-7,0.0094656,35.68917187,31.13333333,"Other"
"614","Czech Republic","CZE",1977,NA,10186755,70.57341463,-7,0.0093088,35.49872618,30.86666667,"Other"
"615","Czech Republic","CZE",1978,NA,10242098,70.64390244,-7,0.0091487,37.6738853,30.6,"Other"
"616","Czech Republic","CZE",1979,NA,10292341,70.7495122,-7,0.0087683,39.23057324,30.33333333,"Other"
"617","Czech Republic","CZE",1980,NA,10304193,70.27804878,-7,0.008943,39.87388535,30.06666667,"Other"
"618","Czech Republic","CZE",1981,NA,10300591,70.72219512,-7,0.0090174,39.48216583,29.8,"Other"
"619","Czech Republic","CZE",1982,NA,10314826,70.80780488,-7,0.0093291,40.28280257,29.53333333,"Other"
"620","Czech Republic","CZE",1983,NA,10323856,70.59146341,-7,0.0092565,40.20573259,29.26666667,"Other"
"621","Czech Republic","CZE",1984,NA,10330213,70.83756098,-7,0.0084349,40.910828,29,"Other"
"622","Czech Republic","CZE",1985,NA,10337118,71.04634146,-7,0.0083814,40.96687898,28.73333333,"Other"
"623","Czech Republic","CZE",1986,NA,10342227,70.99731707,-7,0.0083281,41.07898078,28.46666667,"Other"
"624","Czech Republic","CZE",1987,NA,10347318,71.44560976,-7,0.0082992,41.47579619,28.2,"Other"
"625","Czech Republic","CZE",1988,NA,10355276,71.64146341,-7,0.0079234,41.5089171,27.93333333,"Other"
"626","Czech Republic","CZE",1989,NA,10361068,71.67560976,-6,0.0077113,41.44076427,27.66666667,"Other"
"627","Czech Republic","CZE",1990,40477403220,10333355,71.38390244,8,0.0073517,42.28407654,27.4,"Other"
"628","Czech Republic","CZE",1991,29675502270,10308578,71.89829268,8,0.0060798,42.82038227,27.13333333,"Other"
"629","Czech Republic","CZE",1992,34590052812,10319123,72.27170732,8,0.0046325,43.82727273,26.86666667,"Other"
"630","Djibouti","DJI",1977,NA,277479,52.513,-8,3.24e-05,35.49872618,27.25,"Africa"
"631","Djibouti","DJI",1978,NA,308008,52.865,-8,6.45e-05,37.6738853,27.76,"Africa"
"632","Djibouti","DJI",1979,NA,336085,53.241,-8,6.51e-05,39.23057324,28.27,"Africa"
"633","Djibouti","DJI",1980,NA,358960,53.639,-8,4.95e-05,39.87388535,28.78,"Africa"
"634","Djibouti","DJI",1981,NA,374937,54.049,-8,5.68e-05,39.48216583,29.29,"Africa"
"635","Djibouti","DJI",1982,NA,385271,54.451,-8,6.58e-05,40.28280257,29.8,"Africa"
"636","Djibouti","DJI",1983,NA,393802,54.828,-8,6.26e-05,40.20573259,30.31,"Africa"
"637","Djibouti","DJI",1984,NA,406017,55.174,-8,7.06e-05,40.910828,30.82,"Africa"
"638","Djibouti","DJI",1985,340989528,425613,55.488,-8,8.67e-05,40.96687898,31.33,"Africa"
"639","Djibouti","DJI",1986,NA,454361,55.772,-8,8.19e-05,41.07898078,31.84,"Africa"
"640","Djibouti","DJI",1987,373371738.3,490330,56.032,-8,8.34e-05,41.47579619,32.35,"Africa"
"641","Djibouti","DJI",1988,395794538.6,528999,56.271,-8,8.57e-05,41.5089171,32.86,"Africa"
"642","Djibouti","DJI",1989,409220087.1,563864,56.488,-8,8.61e-05,41.44076427,33.37,"Africa"
"643","Djibouti","DJI",1990,452328087.3,590398,56.678,-8,8.64e-05,42.28407654,33.88,"Africa"
"644","Djibouti","DJI",1991,462421998.5,606844,56.831,-8,8.65e-05,42.82038227,34.39,"Africa"
"645","Djibouti","DJI",1992,478058304.9,615054,56.943,-7,0.0001228,43.82727273,34.9,"Africa"
"646","Djibouti","DJI",1993,466048469.2,618495,57.017,-7,0.0001211,43.95280904,35.41,"Africa"
"647","Djibouti","DJI",1994,491689220.7,622366,57.056,-7,0.0001202,43.47921345,35.92,"Africa"
"648","Djibouti","DJI",1995,497723960.6,630388,57.065,-7,0.0001195,44.22752804,36.43,"Africa"
"649","Djibouti","DJI",1996,494004647.7,643682,57.05,-6,0.0001199,43.06404495,36.94,"Africa"
"650","Djibouti","DJI",1997,502675542,660953,57.022,-6,0.0001199,43.12528088,37.45,"Africa"
"651","Djibouti","DJI",1998,514267869.3,680612,56.998,-6,0.0001215,44.00505624,37.96,"Africa"
"652","Djibouti","DJI",1999,536080148.1,700099,56.992,2,0.0001207,44.39438217,38.47,"Africa"
"653","Djibouti","DJI",2000,551230861.9,717584,57.021,2,0.0001198,45.99555556,38.98,"Africa"
"654","Djibouti","DJI",2001,572417440.8,732711,57.1,2,0.0001391,45.67388884,39.49,"Africa"
"655","Djibouti","DJI",2002,591122039.6,746221,57.233,2,0.0001513,46.74999996,40,"Africa"
"656","Djibouti","DJI",2012,1353632942,881185,61.31,2,0.0001731,57.51111114,45.1,"Africa"
"657","Dominican Republic","DOM",1960,672399700,3294042,51.787,-9,0.000511,27.10127388,24.4,"Other"
"658","Dominican Republic","DOM",1961,654100200,3406299,52.519,0,0.0005211,27.36878982,25.3,"Other"
"659","Dominican Republic","DOM",1962,824100000,3521278,53.237,8,0.000517,27.63630575,26.2,"Other"
"660","Dominican Republic","DOM",1963,940799900,3638628,53.943,0,0.0005261,27.49426747,27.1,"Other"
"661","Dominican Republic","DOM",1964,1025599900,3757956,54.634,0,0.0005269,28.2535033,28,"Other"
"662","Dominican Republic","DOM",1965,888100000,3878948,55.312,0,0.0005245,28.644586,28.9,"Other"
"663","Dominican Republic","DOM",1966,983900000,4001375,55.975,-3,0.0005316,29.36369427,29.8,"Other"
"664","Dominican Republic","DOM",1967,1034800000,4125109,56.625,-3,0.0005349,29.88407646,30.7,"Other"
"665","Dominican Republic","DOM",1968,1079100000,4250025,57.259,-3,0.0005495,30.84331204,31.6,"Other"
"666","Dominican Republic","DOM",1969,1230500000,4376054,57.875,-3,0.0005521,31.33184711,32.5,"Other"
"667","Dominican Republic","DOM",1970,1485500000,4503114,58.468,-3,0.00055,32.58535025,33.4,"Other"
"668","Dominican Republic","DOM",1971,1666500000,4631114,59.033,-3,0.000567,33.05987248,34.3,"Other"
"669","Dominican Republic","DOM",1972,1987400000,4759934,59.569,-3,0.0005854,33.233121,35.2,"Other"
"670","Dominican Republic","DOM",1973,2344800000,4889436,60.073,-3,0.0006009,32.98789811,36.1,"Other"
"671","Dominican Republic","DOM",1974,2925700000,5019473,60.549,-3,0.000654,33.41783436,37,"Other"
"672","Dominican Republic","DOM",1975,3599200000,5149935,60.997,-3,0.0006786,34.43949054,37.9,"Other"
"673","Dominican Republic","DOM",1976,3951500000,5280723,61.417,-3,0.0006979,35.68917187,38.8,"Other"
"674","Dominican Republic","DOM",1977,4587100000,5411865,61.817,-3,0.0007339,35.49872618,39.7,"Other"
"675","Dominican Republic","DOM",1978,4734400000,5543517,62.205,6,0.0007458,37.6738853,40.6,"Other"
"676","Dominican Republic","DOM",1979,5498800000,5675931,62.588,6,0.0007763,39.23057324,41.5,"Other"
"677","Dominican Republic","DOM",1980,6761300000,5809269,62.977,6,0.0008108,39.87388535,42.4,"Other"
"678","Dominican Republic","DOM",1981,7561300000,5943591,63.38,6,0.0008051,39.48216583,43.3,"Other"
"679","Dominican Republic","DOM",1982,8267400000,6078820,63.803,6,0.0007979,40.28280257,44.2,"Other"
"680","Dominican Republic","DOM",1983,9220600000,6214857,64.247,6,0.0007804,40.20573259,45.1,"Other"
"681","Dominican Republic","DOM",1984,1.16e+10,6351572,64.714,6,0.0007591,40.910828,46,"Other"
"682","Dominican Republic","DOM",1985,5044592945,6488856,65.207,6,0.0007281,40.96687898,46.9,"Other"
"683","Dominican Republic","DOM",1986,6122198120,6626542,65.728,6,0.0007139,41.07898078,47.8,"Other"
"684","Dominican Republic","DOM",1987,5826987099,6764624,66.267,6,0.0007168,41.47579619,48.7,"Other"
"685","Dominican Republic","DOM",1988,5374314928,6903316,66.812,6,0.0006985,41.5089171,49.6,"Other"
"686","Dominican Republic","DOM",1989,6686593060,7042937,67.352,6,0.0007104,41.44076427,50.5,"Other"
"687","Dominican Republic","DOM",1990,7073675545,7183647,67.866,6,0.0006988,42.28407654,50.8,"Other"
"688","Dominican Republic","DOM",1991,9734321854,7325622,68.335,6,0.0007319,42.82038227,51.1,"Other"
"689","Dominican Republic","DOM",1992,11356271336,7468551,68.749,6,0.00075,43.82727273,51.4,"Other"
"690","Dominican Republic","DOM",1993,13081042400,7611465,69.103,6,0.0007611,43.95280904,50.4,"Other"
"691","Dominican Republic","DOM",1994,14664237667,7753052,69.397,5,0.0007732,43.47921345,49.4,"Other"
"692","Dominican Republic","DOM",1995,16598679279,7892423,69.637,5,0.000778,44.22752804,48.4,"Other"
"693","Dominican Republic","DOM",1996,18241691857,8029113,69.837,8,0.000786,43.06404495,47.4,"Other"
"694","Dominican Republic","DOM",1997,20017908829,8163472,70.017,8,0.0007969,43.12528088,48.9,"Other"
"695","Dominican Republic","DOM",1998,21672526563,8296375,70.193,8,0.0008208,44.00505624,49.93333333,"Other"
"696","Dominican Republic","DOM",1999,22137599986,8429112,70.374,8,0.0008588,44.39438217,50.96666667,"Other"
"697","Dominican Republic","DOM",2000,24305116729,8562622,70.568,8,0.0008243,45.99555556,52,"Other"
"698","Dominican Republic","DOM",2001,25599311449,8697126,70.775,8,0.0008455,45.67388884,50.4,"Other"
"699","Dominican Republic","DOM",2002,27362875603,8832285,70.99,8,0.0008083,46.74999996,50,"Other"
"700","Dominican Republic","DOM",2012,60657780261,10154950,73.098,8,0.00081,57.51111114,45.6,"Other"
"701","Ecuador","ECU",1960,2069465326,4545550,53.236,2,0.0007451,27.10127388,39.31428571,"Latin America"
"702","Ecuador","ECU",1961,1753850417,4676859,53.842,-1,0.0008164,27.36878982,39.72857143,"Latin America"
"703","Ecuador","ECU",1962,1518208221,4812890,54.409,-1,0.0007863,27.63630575,40.14285714,"Latin America"
"704","Ecuador","ECU",1963,1824344492,4953733,54.932,-1,0.0007208,27.49426747,40.55714286,"Latin America"
"705","Ecuador","ECU",1964,2244146868,5099468,55.407,-1,0.0006977,28.2535033,40.97142857,"Latin America"
"706","Ecuador","ECU",1965,2387048255,5250119,55.84,-1,0.0007151,28.644586,41.38571429,"Latin America"
"707","Ecuador","ECU",1966,2429309514,5405685,56.237,-1,0.0007201,29.36369427,41.8,"Latin America"
"708","Ecuador","ECU",1967,2553596092,5566057,56.615,-1,0.000721,29.88407646,42.21428571,"Latin America"
"709","Ecuador","ECU",1968,2582180794,5730906,56.992,5,0.0007432,30.84331204,42.62857143,"Latin America"
"710","Ecuador","ECU",1969,3112166848,5899845,57.377,5,0.0007628,31.33184711,43.04285714,"Latin America"
"711","Ecuador","ECU",1970,2862504170,6072527,57.783,0,0.000781,32.58535025,43.45714286,"Latin America"
"712","Ecuador","ECU",1971,2754220263,6248835,58.216,0,0.0008122,33.05987248,43.87142857,"Latin America"
"713","Ecuador","ECU",1972,3185987235,6428711,58.678,-5,0.0008312,33.233121,44.28571429,"Latin America"
"714","Ecuador","ECU",1973,3891755552,6611916,59.167,-5,0.0008439,32.98789811,44.7,"Latin America"
"715","Ecuador","ECU",1974,6599259421,6798206,59.682,-5,0.0008465,33.41783436,45.11428571,"Latin America"
"716","Ecuador","ECU",1975,7731677257,6987391,60.222,-5,0.0008851,34.43949054,45.52857143,"Latin America"
"717","Ecuador","ECU",1976,9091924305,7179399,60.781,-5,0.000923,35.68917187,45.94285714,"Latin America"
"718","Ecuador","ECU",1977,11026346590,7374234,61.353,-5,0.0010008,35.49872618,46.35714286,"Latin America"
"719","Ecuador","ECU",1978,11922502171,7571959,61.93,-5,0.0010744,37.6738853,46.77142857,"Latin America"
"720","Ecuador","ECU",1979,14175166008,7772653,62.511,9,0.0010954,39.23057324,47.18571429,"Latin America"
"721","Ecuador","ECU",1980,17881514683,7976445,63.095,9,0.0011194,39.87388535,47.6,"Latin America"
"722","Ecuador","ECU",1981,21810767209,8183194,63.686,9,0.0011456,39.48216583,48.01428571,"Latin America"
"723","Ecuador","ECU",1982,19929853575,8392940,64.286,9,0.0011834,40.28280257,48.42857143,"Latin America"
"724","Ecuador","ECU",1983,17152483214,8606213,64.896,9,0.0011867,40.20573259,48.84285714,"Latin America"
"725","Ecuador","ECU",1984,16912515183,8823751,65.511,8,0.0012654,40.910828,49.25714286,"Latin America"
"726","Ecuador","ECU",1985,17149094590,9045979,66.126,8,0.0012433,40.96687898,49.67142857,"Latin America"
"727","Ecuador","ECU",1986,15314143988,9272906,66.735,8,0.0011709,41.07898078,50.08571429,"Latin America"
"728","Ecuador","ECU",1987,13945431882,9504129,67.332,8,0.0012793,41.47579619,50.5,"Latin America"
"729","Ecuador","ECU",1988,13051886552,9739176,67.91,9,0.0013065,41.5089171,50.91428571,"Latin America"
"730","Ecuador","ECU",1989,13890828708,9977377,68.464,9,0.0013132,41.44076427,51.32857143,"Latin America"
"731","Ecuador","ECU",1990,15239278100,10218091,68.99,9,0.0012777,42.28407654,51.74285714,"Latin America"
"732","Ecuador","ECU",1991,16988535268,10460990,69.487,9,0.0013349,42.82038227,52.15714286,"Latin America"
"733","Ecuador","ECU",1992,18094238119,10705667,69.956,9,0.0016304,43.82727273,52.57142857,"Latin America"
"734","Ecuador","ECU",1993,18938717359,10951202,70.4,9,0.0014977,43.95280904,52.98571429,"Latin America"
"735","Ecuador","ECU",1994,22708673337,11196479,70.82,9,0.0014744,43.47921345,53.4,"Latin America"
"736","Ecuador","ECU",1995,24432884442,11440583,71.217,9,0.001557,44.22752804,52.475,"Latin America"
"737","Ecuador","ECU",1996,25226393197,11683479,71.594,9,0.0016277,43.06404495,51.55,"Latin America"
"738","Ecuador","ECU",1997,28162053027,11924993,71.953,8,0.0016153,43.12528088,50.625,"Latin America"
"739","Ecuador","ECU",1998,27981896948,12163885,72.297,9,0.0016273,44.00505624,49.7,"Latin America"
"740","Ecuador","ECU",1999,19645272636,12398691,72.624,9,0.0015671,44.39438217,58.6,"Latin America"
"741","Ecuador","ECU",2000,18327764882,12628596,72.933,6,0.0015813,45.99555556,56.4,"Latin America"
"742","Ecuador","ECU",2001,24468324000,12852755,73.22,6,0.0016062,45.67388884,55.4,"Latin America"
"743","Ecuador","ECU",2002,28548945000,13072060,73.482,6,0.0014871,46.74999996,54.4,"Latin America"
"744","Ecuador","ECU",2012,87924544000,15419666,75.449,5,0.0015635,57.51111114,46.1,"Latin America"
"745","Egypt, Arab Rep.","EGY",1960,NA,26996533,48.056,-7,0.006293,27.10127388,43.4,"Other"
"746","Egypt, Arab Rep.","EGY",1961,NA,27744712,48.623,-7,0.006397,27.36878982,43.02,"Other"
"747","Egypt, Arab Rep.","EGY",1962,NA,28506176,49.147,-7,0.0064368,27.63630575,42.64,"Other"
"748","Egypt, Arab Rep.","EGY",1963,NA,29281250,49.641,-7,0.0056673,27.49426747,42.26,"Other"
"749","Egypt, Arab Rep.","EGY",1964,NA,30071102,50.113,-7,0.0060231,28.2535033,41.88,"Other"
"750","Egypt, Arab Rep.","EGY",1965,4948667540,30875964,50.556,-7,0.0065911,28.644586,41.5,"Other"
"751","Egypt, Arab Rep.","EGY",1966,5278005612,31697616,50.955,-7,0.0065069,29.36369427,41.12,"Other"
"752","Egypt, Arab Rep.","EGY",1967,5605484299,32534021,51.302,-7,0.0064842,29.88407646,40.74,"Other"
"753","Egypt, Arab Rep.","EGY",1968,5932242991,33377259,51.602,-7,0.0063663,30.84331204,40.36,"Other"
"754","Egypt, Arab Rep.","EGY",1969,6524455206,34216826,51.874,-7,0.0066522,31.33184711,39.98,"Other"
"755","Egypt, Arab Rep.","EGY",1970,8042200452,35046273,52.155,-7,0.0068918,32.58535025,39.6,"Other"
"756","Egypt, Arab Rep.","EGY",1971,8609283346,35863382,52.487,-7,0.0074575,33.05987248,39.22,"Other"
"757","Egypt, Arab Rep.","EGY",1972,9299638056,36673642,52.902,-7,0.0081081,33.233121,38.84,"Other"
"758","Egypt, Arab Rep.","EGY",1973,10098534613,37488067,53.414,-7,0.0086497,32.98789811,38.46,"Other"
"759","Egypt, Arab Rep.","EGY",1974,9228963225,38322022,54.027,-7,0.0089346,33.41783436,38.08,"Other"
"760","Egypt, Arab Rep.","EGY",1975,11632178869,39187702,54.723,-7,0.0086897,34.43949054,37.7,"Other"
"761","Egypt, Arab Rep.","EGY",1976,13315988083,40089032,55.471,-6,0.0084817,35.68917187,37.32,"Other"
"762","Egypt, Arab Rep.","EGY",1977,14400806876,41026477,56.228,-6,0.0082024,35.49872618,36.94,"Other"
"763","Egypt, Arab Rep.","EGY",1978,14811704063,42004655,56.963,-6,0.008186,37.6738853,36.56,"Other"
"764","Egypt, Arab Rep.","EGY",1979,18020571429,43027816,57.665,-6,0.0076095,39.23057324,36.18,"Other"
"765","Egypt, Arab Rep.","EGY",1980,22912500556,44099142,58.338,-6,0.0074916,39.87388535,35.8,"Other"
"766","Egypt, Arab Rep.","EGY",1981,22136081081,45216506,59.001,-6,0.007587,39.48216583,35.42,"Other"
"767","Egypt, Arab Rep.","EGY",1982,27655172414,46379620,59.677,-6,0.0075722,40.28280257,35.04,"Other"
"768","Egypt, Arab Rep.","EGY",1983,30966239814,47594556,60.378,-6,0.0078946,40.20573259,34.66,"Other"
"769","Egypt, Arab Rep.","EGY",1984,33971188992,48868951,61.097,-6,0.0079549,40.910828,34.28,"Other"
"770","Egypt, Arab Rep.","EGY",1985,39053502251,50204985,61.812,-6,0.0080194,40.96687898,33.9,"Other"
"771","Egypt, Arab Rep.","EGY",1986,41253507951,51607703,62.494,-6,0.0081501,41.07898078,33.52,"Other"
"772","Egypt, Arab Rep.","EGY",1987,40455616654,53066229,63.117,-6,0.0083919,41.47579619,33.14,"Other"
"773","Egypt, Arab Rep.","EGY",1988,34980124929,54547296,63.669,-6,0.0086569,41.5089171,32.76,"Other"
"774","Egypt, Arab Rep.","EGY",1989,39756299050,56006573,64.151,-6,0.0086225,41.44076427,32.38,"Other"
"775","Egypt, Arab Rep.","EGY",1990,42978914311,57412215,64.58,-6,0.0080601,42.28407654,32,"Other"
"776","Egypt, Arab Rep.","EGY",1991,37387836491,58752390,64.987,-6,0.0085064,42.82038227,31.62,"Other"
"777","Egypt, Arab Rep.","EGY",1992,41855986519,60035536,65.401,-6,0.0087847,43.82727273,31.24,"Other"
"778","Egypt, Arab Rep.","EGY",1993,46578631453,61275601,65.84,-6,0.0087412,43.95280904,30.86,"Other"
"779","Egypt, Arab Rep.","EGY",1994,51897983393,62495745,66.308,-6,0.0088023,43.47921345,30.48,"Other"
"780","Egypt, Arab Rep.","EGY",1995,60159245060,63714386,66.789,-6,0.0088533,44.22752804,30.1,"Other"
"781","Egypt, Arab Rep.","EGY",1996,67629716981,64933456,67.259,-6,0.0089046,43.06404495,30.775,"Other"
"782","Egypt, Arab Rep.","EGY",1997,78436578171,66151117,67.69,-6,0.0089371,43.12528088,31.45,"Other"
"783","Egypt, Arab Rep.","EGY",1998,84828807556,67378056,68.061,-6,0.0092762,44.00505624,32.125,"Other"
"784","Egypt, Arab Rep.","EGY",1999,90710704807,68626664,68.368,-6,0.0091931,44.39438217,32.8,"Other"
"785","Egypt, Arab Rep.","EGY",2000,99838543960,69905988,68.613,-6,0.0095786,45.99555556,32.6,"Other"
"786","Egypt, Arab Rep.","EGY",2001,97632008710,71226940,68.807,-6,0.0098128,45.67388884,32.4,"Other"
"787","Egypt, Arab Rep.","EGY",2002,87850683979,72590118,68.972,-6,0.010105,46.74999996,32.2,"Other"
"788","Egypt, Arab Rep.","EGY",2012,2.79e+11,87813257,70.742,-3,0.0098926,57.51111114,29.8,"Other"
"789","El Salvador","SLV",1992,5813399300,5400331,65.609,10,0.0004508,43.82727273,52.975,"Other"
"790","El Salvador","SLV",1993,6680269200,5474000,66.267,10,0.0004126,43.95280904,51.95,"Other"
"791","El Salvador","SLV",1994,7679384000,5544945,66.818,10,0.0004513,43.47921345,50.925,"Other"
"792","El Salvador","SLV",1995,8921947100,5611115,67.27,10,0.0003867,44.22752804,49.9,"Other"
"793","El Salvador","SLV",1996,9586327800,5671925,67.64,10,0.000351,43.06404495,51,"Other"
"794","El Salvador","SLV",1997,10221705900,5727755,67.958,10,0.0003821,43.12528088,52.75,"Other"
"795","El Salvador","SLV",1998,10936669900,5778706,68.253,10,0.0003862,44.00505624,54.5,"Other"
"796","El Salvador","SLV",1999,11284197000,5825187,68.541,10,0.0003741,44.39438217,52.2,"Other"
"797","El Salvador","SLV",2000,11784927700,5867626,68.834,10,0.0003652,45.99555556,51.5,"Other"
"798","El Salvador","SLV",2001,12282533600,5905962,69.135,10,0.0003466,45.67388884,51.4,"Other"
"799","El Salvador","SLV",2002,12664190300,5940303,69.44,10,0.0003288,46.74999996,51.9,"Other"
"800","El Salvador","SLV",2012,21386153000,6221246,72.479,10,0.0002811,57.51111114,41.8,"Other"
"801","Estonia","EST",1991,NA,1561314,69.37317073,6,0.0002574,42.82038227,39.96,"Europe"
"802","Estonia","EST",1992,NA,1533091,68.86341463,6,0.0001864,43.82727273,39.73,"Europe"
"803","Estonia","EST",1993,NA,1494128,67.9097561,6,0.0001914,43.95280904,39.5,"Europe"
"804","Estonia","EST",1994,NA,1462514,66.5,6,0.0001696,43.47921345,39.27,"Europe"
"805","Estonia","EST",1995,4373665146,1436634,67.54390244,6,0.0001916,44.22752804,39.04,"Europe"
"806","Estonia","EST",1996,4746109767,1415594,69.61219512,6,0.0001993,43.06404495,38.81,"Europe"
"807","Estonia","EST",1997,5066240419,1399535,69.8097561,6,0.0001934,43.12528088,38.58,"Europe"
"808","Estonia","EST",1998,5617109245,1386156,69.35853659,6,0.0001882,44.00505624,38.35,"Europe"
"809","Estonia","EST",1999,5726897998,1390244,70.06341463,7,0.0001848,44.39438217,38.12,"Europe"
"810","Estonia","EST",2000,5685774809,1396985,70.41707317,9,0.0001679,45.99555556,37.89,"Europe"
